CountyName,2021,2022,2023
".Duval County, Texas",9807,10003,9888
".Eastland County, Texas",17775,17834,17944
".Ector County, Texas",165485,160764,160869
".Edwards County, Texas",1424,1431,1422
".Ellis County, Texas",194295,203107,212182
".El Paso County, Texas",866547,868086,868763
".Erath County, Texas",42716,43389,43895
".Falls County, Texas",16954,17099,17049
".Fannin County, Texas",35798,36716,37125
".Fayette County, Texas",24471,24669,24913
".Fisher County, Texas",3676,3678,3622
".Floyd County, Texas",5368,5299,5235
".Foard County, Texas",1085,1052,1057
".Fort Bend County, Texas",829036,860124,889146
".Franklin County, Texas",10371,10472,10618
".Freestone County, Texas",19445,19784,19950
".Frio County, Texas",18409,17548,17815
".Gaines County, Texas",21699,21881,22181
".Galveston County, Texas",351559,355309,357117
".Garza County, Texas",5817,6269,6262
".Gillespie County, Texas",26742,27282,27477
".Glasscock County, Texas",1117,1142,1164
".Goliad County, Texas",7021,7146,7131
".Gonzales County, Texas",19679,19655,19832
".Gray County, Texas",21198,21085,21015
".Grayson County, Texas",136100,139561,143131
".Gregg County, Texas",124241,124052,125443
".Grimes County, Texas",29430,30106,30754
".Guadalupe County, Texas",173686,177254,182760
".Hale County, Texas",32465,32234,31827
".Hall County, Texas",2797,2845,2810
".Hamilton County, Texas",8247,8238,8298
".Hansford County, Texas",5260,5138,5151
".Hardeman County, Texas",3559,3544,3516
".Hardin County, Texas",56344,57044,57811
".Harris County, Texas",4734505,4735287,4780913
".Harrison County, Texas",68798,69454,69955
".Hartley County, Texas",5349,5389,5208
".Haskell County, Texas",5432,5392,5403
".Hays County, Texas",243967,256065,269225
".Hemphill County, Texas",3363,3315,3217
".Henderson County, Texas",82394,83590,84511
".Hidalgo County, Texas",872806,880633,888367
".Hill County, Texas",35962,36430,37329
".Hockley County, Texas",21503,21256,21161
".Hood County, Texas",62054,64263,66373
".Hopkins County, Texas",36824,37237,37804
".Houston County, Texas",22055,21958,21950
".Howard County, Texas",34812,34336,33672
".Hudspeth County, Texas",3203,3289,3432
".Hunt County, Texas",100257,103458,108282
".Hutchinson County, Texas",20568,20411,20215
".Irion County, Texas",1511,1531,1530
".Jack County, Texas",8486,8718,8922
".Jackson County, Texas",14992,15097,15142
".Jasper County, Texas",32921,32570,32484
".Jeff Davis County, Texas",1986,1959,1903
".Jefferson County, Texas",256118,253531,250830
".Jim Hogg County, Texas",4846,4797,4763
".Jim Wells County, Texas",38877,38923,38826
".Johnson County, Texas",180945,187442,195506
".Jones County, Texas",19678,19809,19935
".Karnes County, Texas",14763,14714,14836
".Kaufman County, Texas",147126,158216,172366
".Kendall County, Texas",44547,46851,48973
".Kenedy County, Texas",351,342,358
".Kent County, Texas",761,746,740
".Kerr County, Texas",52691,53136,53741
".Kimble County, Texas",4291,4350,4422
".King County, Texas",266,256,233
".Kinney County, Texas",3124,3117,3128
".Kleberg County, Texas",30977,30642,30362
".Knox County, Texas",3346,3307,3273
".Lamar County, Texas",50126,50305,50484
".Lamb County, Texas",13005,12886,12724
".Lampasas County, Texas",21707,22213,22785
".La Salle County, Texas",6664,6716,6604
".Lavaca County, Texas",20348,20490,20589
".Lee County, Texas",17502,17671,17954
".Leon County, Texas",15731,15985,16209
".Liberty County, Texas",92465,97382,101992
".Limestone County, Texas",22139,22125,22253
".Lipscomb County, Texas",3036,2907,2854
".Live Oak County, Texas",11349,11383,11428
".Llano County, Texas",21285,22013,22540
".Loving County, Texas",65,57,51
".Lubbock County, Texas",311564,314597,317561
".Lynn County, Texas",5610,5652,5724
".McCulloch County, Texas",7591,7532,7497
".McLennan County, Texas",261177,263714,266836
".McMullen County, Texas",598,597,576
".Madison County, Texas",13464,13498,13661
".Marion County, Texas",9751,9618,9560
".Martin County, Texas",5252,5208,5217
".Mason County, Texas",3968,3929,3982
".Matagorda County, Texas",36280,36366,36125
".Maverick County, Texas",57873,57841,57843
".Medina County, Texas",50939,52322,53723
".Menard County, Texas",1961,1964,1968
".Midland County, Texas",170348,168206,171999
".Milam County, Texas",24775,25189,25628
".Mills County, Texas",4447,4497,4500
".Mitchell County, Texas",9014,9050,8943
".Montague County, Texas",19994,20430,21063
".Montgomery County, Texas",625243,650261,678490
".Moore County, Texas",21264,21122,20996
".Morris County, Texas",11972,12009,12083
".Motley County, Texas",1063,1065,1032
".Nacogdoches County, Texas",64619,64699,64862
".Navarro County, Texas",52828,53616,54636
".Newton County, Texas",12157,12202,12052
".Nolan County, Texas",14723,14600,14473
".Nueces County, Texas",353376,353230,351674
".Ochiltree County, Texas",9954,9763,9606
".Oldham County, Texas",1764,1730,1752
".Orange County, Texas",84747,84641,84934
".Palo Pinto County, Texas",28445,28676,29239
".Panola County, Texas",22492,22538,22677
".Parker County, Texas",149547,156966,165834
".Parmer County, Texas",9854,9779,9620
".Pecos County, Texas",15185,15126,14735
".Polk County, Texas",50494,51816,53255
".Potter County, Texas",118272,116538,115645
".Presidio County, Texas",6109,6115,5939
".Rains County, Texas",12178,12449,12823
".Randall County, Texas",141342,144039,146140
".Reagan County, Texas",3378,3228,3135
".Real County, Texas",2743,2806,2840
".Red River County, Texas",11560,11547,11542
".Reeves County, Texas",14763,13002,12905
".Refugio County, Texas",6742,6700,6632
".Roberts County, Texas",822,798,803
".Robertson County, Texas",16771,16948,17153
".Rockwall County, Texas",109136,116549,123208
".Runnels County, Texas",9919,9886,9859
".Rusk County, Texas",52257,53071,53333
".Sabine County, Texas",9888,9989,10048
".San Augustine County, Texas",7923,7900,7857
".San Jacinto County, Texas",27531,27829,28348
".San Patricio County, Texas",68838,69701,69954
".San Saba County, Texas",5722,5824,5824
".Schleicher County, Texas",2445,2443,2357
".Scurry County, Texas",16937,16830,16686
".Shackelford County, Texas",3105,3177,3186
".Shelby County, Texas",23927,23962,24008
".Sherman County, Texas",2787,2791,2799
".Smith County, Texas",234195,237114,241922
".Somervell County, Texas",9204,9472,9757
".Starr County, Texas",65861,65972,65728
".Stephens County, Texas",9098,9434,9390
".Sterling County, Texas",1381,1382,1417
".Stonewall County, Texas",1245,1208,1182
".Sutton County, Texas",3355,3284,3217
".Swisher County, Texas",6946,6996,6881
".Tarrant County, Texas",2115682,2129402,2154595
".Taylor County, Texas",143444,143942,145163
".Terrell County, Texas",750,720,693
".Terry County, Texas",11794,11721,11567
".Throckmorton County, Texas",1453,1508,1550
".Titus County, Texas",31292,31266,31208
".Tom Green County, Texas",120194,119250,118892
".Travis County, Texas",1296515,1308544,1326436
".Trinity County, Texas",13632,13809,13996
".Tyler County, Texas",19811,19892,20030
".Upshur County, Texas",41038,41811,42488
".Upton County, Texas",3301,3241,3152
".Uvalde County, Texas",24559,24810,24940
".Val Verde County, Texas",47605,47589,47606
".Van Zandt County, Texas",59749,61200,62859
".Victoria County, Texas",91303,90897,91065
".Walker County, Texas",76544,78322,78870
".Waller County, Texas",57304,59474,61894
".Ward County, Texas",11680,11111,10964
".Washington County, Texas",35805,35898,36159
".Webb County, Texas",267345,267633,267780
".Wharton County, Texas",41564,41697,41824
".Wheeler County, Texas",4976,4905,4807
".Wichita County, Texas",129617,130006,129978
".Wilbarger County, Texas",12844,12688,12491
".Willacy County, Texas",20150,20290,20143
".Williamson County, Texas",615517,644451,671418
".Wilson County, Texas",50051,51281,52735
".Winkler County, Texas",7750,7373,7306
".Wise County, Texas",68943,71888,74895
".Wood County, Texas",45041,46031,46857
".Yoakum County, Texas",7675,7559,7451
".Young County, Texas",17847,17911,17962
".Zapata County, Texas",13874,13893,13849
".Zavala County, Texas",9662,9487,9377
".Beaver County, Utah",7087,7203,7327
".Box Elder County, Utah",57946,59693,61498
".Cache County, Utah",133624,137429,140173
".Carbon County, Utah",20488,20361,20571
".Daggett County, Utah",952,977,1014
".Davis County, Utah",363745,367446,369948
".Duchesne County, Utah",19617,19806,20161
".Emery County, Utah",9842,9963,10099
".Garfield County, Utah",5107,5149,5281
".Grand County, Utah",9677,9665,9769
".Iron County, Utah",57708,60522,62429
".Juab County, Utah",11818,12192,12567
".Kane County, Utah",7688,7999,8227
".Millard County, Utah",13049,13175,13330
".Morgan County, Utah",12381,12667,12832
".Piute County, Utah",1433,1482,1487
".Rich County, Utah",2500,2581,2628
".Salt Lake County, Utah",1186921,1186440,1186257
".San Juan County, Utah",14517,14476,14359
".Sanpete County, Utah",28521,29138,29724
".Sevier County, Utah",21561,21918,22069
".Summit County, Utah",42482,43168,43036
".Tooele County, Utah",73338,76734,79934
".Uintah County, Utah",35671,36232,37141
".Utah County, Utah",663559,685806,702434
".Wasatch County, Utah",35063,36260,36619
".Washington County, Utah",182009,191476,197680
".Wayne County, Utah",2508,2567,2645
".Weber County, Utah",262973,266588,269561
".Addison County, Vermont",37343,37444,37578
".Bennington County, Vermont",37300,37424,37392
".Caledonia County, Vermont",30183,30423,30579
".Chittenden County, Vermont",168386,169271,169301
".Essex County, Vermont",5918,5965,5994
".Franklin County, Vermont",50040,50433,50731
".Grand Isle County, Vermont",7276,7418,7489
".Lamoille County, Vermont",25917,26147,26090
".Orange County, Vermont",29299,29625,29846
".Orleans County, Vermont",27404,27601,27666
".Rutland County, Vermont",60477,60720,60366
".Washington County, Vermont",59756,60023,60048
".Windham County, Vermont",45850,46128,45842
".Windsor County, Vermont",57744,58350,58142
".Accomack County, Virginia",33388,33364,33191
".Albemarle County, Virginia",112502,113742,114534
".Alleghany County, Virginia",15186,15024,14835
".Amelia County, Virginia",13268,13337,13455
".Amherst County, Virginia",31309,31391,31589
".Appomattox County, Virginia",16154,16398,16748
".Arlington County, Virginia",238799,233574,234000
".Augusta County, Virginia",77567,77778,78064
".Bath County, Virginia",4186,4087,4049
".Bedford County, Virginia",79553,80287,80848
".Bland County, Virginia",6257,6179,6148
".Botetourt County, Virginia",33637,33977,34135
".Brunswick County, Virginia",15824,15979,15921
".Buchanan County, Virginia",20249,19861,19352
".Buckingham County, Virginia",16826,16940,16982
".Campbell County, Virginia",55625,55375,55141
".Caroline County, Virginia",30924,31402,31957
".Carroll County, Virginia",29142,29071,29147
".Charles City County, Virginia",6744,6631,6605
".Charlotte County, Virginia",11541,11522,11475
".Chesterfield County, Virginia",365776,371276,378408
".Clarke County, Virginia",14813,14916,15266
".Craig County, Virginia",4878,4876,4847
".Culpeper County, Virginia",52766,53785,54381
".Cumberland County, Virginia",9666,9696,9746
".Dickenson County, Virginia",14074,13852,13725
".Dinwiddie County, Virginia",27888,27999,28161
".Essex County, Virginia",10595,10552,10630
".Fairfax County, Virginia",1148558,1141645,1138331
".Fauquier County, Virginia",72990,74022,74664
".Floyd County, Virginia",15469,15509,15619
".Fluvanna County, Virginia",27285,27797,28159
".Franklin County, Virginia",54486,55010,55074
".Frederick County, Virginia",91865,94014,95051
".Giles County, Virginia",16785,16584,16453
".Gloucester County, Virginia",38718,39131,39493
".Goochland County, Virginia",24853,25499,26109
".Grayson County, Virginia",15278,15330,15343
".Greene County, Virginia",20606,21028,21107
".Greensville County, Virginia",11382,11412,11226
".Halifax County, Virginia",33920,33758,33644
".Hanover County, Virginia",110195,111821,112938
".Henrico County, Virginia",334344,333867,333962
".Henry County, Virginia",50846,50296,49906
".Highland County, Virginia",2241,2241,2301
".Isle of Wight County, Virginia",38702,39393,40151
".James City County, Virginia",78478,79914,81199
".King and Queen County, Virginia",6588,6668,6718
".King George County, Virginia",26822,27522,27856
".King William County, Virginia",17916,18205,18492
".Lancaster County, Virginia",10897,10896,10750
".Lee County, Virginia",22107,22061,21982
".Loudoun County, Virginia",422669,428435,432085
".Louisa County, Virginia",37798,39032,40116
".Lunenburg County, Virginia",11947,11997,12031
".Madison County, Virginia",13860,13950,14000
".Mathews County, Virginia",8520,8545,8490
".Mecklenburg County, Virginia",30278,30300,30508
".Middlesex County, Virginia",10616,10772,10943
".Montgomery County, Virginia",99561,98835,98915
".Nelson County, Virginia",14737,14800,14652
".New Kent County, Virginia",23119,23979,24986
".Northampton County, Virginia",12208,12039,11900
".Northumberland County, Virginia",11838,12046,12302
".Nottoway County, Virginia",15639,15584,15559
".Orange County, Virginia",36391,37189,37991
".Page County, Virginia",23687,23801,23750
".Patrick County, Virginia",17583,17668,17643
".Pittsylvania County, Virginia",60365,60090,59952
".Powhatan County, Virginia",30438,31172,31489
".Prince Edward County, Virginia",21898,21957,21927
".Prince George County, Virginia",43045,42998,43134
".Prince William County, Virginia",482790,485205,486943
".Pulaski County, Virginia",33804,33808,33706
".Rappahannock County, Virginia",7321,7437,7502
".Richmond County, Virginia",8919,9049,9080
".Roanoke County, Virginia",96922,96751,96914
".Rockbridge County, Virginia",22645,22639,22593
".Rockingham County, Virginia",83765,84470,85397
".Russell County, Virginia",25756,25577,25448
".Scott County, Virginia",21585,21482,21476
".Shenandoah County, Virginia",44263,44829,44968
".Smyth County, Virginia",29782,29600,29449
".Southampton County, Virginia",17952,18037,17932
".Spotsylvania County, Virginia",140594,143957,146688
".Stafford County, Virginia",157746,161584,163380
".Surry County, Virginia",6551,6524,6527
".Sussex County, Virginia",10789,10812,10680
".Tazewell County, Virginia",40405,40057,39821
".Warren County, Virginia",40786,40957,41440
".Washington County, Virginia",53889,53793,53958
".Westmoreland County, Virginia",18508,18732,18712
".Wise County, Virginia",36061,35707,35421
".Wythe County, Virginia",28312,28200,28111
".York County, Virginia",70228,71176,71341
".Alexandria city, Virginia",159125,155203,155525
".Bristol city, Virginia",17295,17095,16975
".Buena Vista city, Virginia",6621,6615,6591
".Charlottesville city, Virginia",46465,45730,45373
".Chesapeake city, Virginia",249803,251739,252488
".Colonial Heights city, Virginia",18187,18218,18294
".Covington city, Virginia",5742,5731,5679
".Danville city, Virginia",42577,42376,42229
".Emporia city, Virginia",5709,5622,5481
".Fairfax city, Virginia",24175,24391,24835
".Falls Church city, Virginia",14677,14546,14586
".Franklin city, Virginia",8149,8128,8247
".Fredericksburg city, Virginia",27995,28458,28757
".Galax city, Virginia",6714,6659,6730
".Hampton city, Virginia",137276,137847,138037
".Harrisonburg city, Virginia",51706,51526,51158
".Hopewell city, Virginia",23010,23145,22962
".Lexington city, Virginia",7321,7433,7457
".Lynchburg city, Virginia",78973,79118,79287
".Manassas city, Virginia",42692,42765,42642
".Manassas Park city, Virginia",17161,17082,16703
".Martinsville city, Virginia",13479,13549,13725
".Newport News city, Virginia",186033,184764,184306
".Norfolk city, Virginia",237738,235025,232995
".Norton city, Virginia",3680,3631,3609
".Petersburg city, Virginia",33388,33367,33394
".Poquoson city, Virginia",12472,12609,12582
".Portsmouth city, Virginia",97954,97638,97029
".Radford city, Virginia",16119,16542,16738
".Richmond city, Virginia",227008,227602,229395
".Roanoke city, Virginia",99883,98744,97847
".Salem city, Virginia",25399,25354,25523
".Staunton city, Virginia",25811,25653,25904
".Suffolk city, Virginia",94697,96328,98537
".Virginia Beach city, Virginia",459646,458680,455618
".Waynesboro city, Virginia",22276,22596,22808
".Williamsburg city, Virginia",15468,15675,15909
".Winchester city, Virginia",28009,28115,27936
".Adams County, Washington",20608,20640,20961
".Asotin County, Washington",22325,22468,22508
".Benton County, Washington",207413,210585,212791
".Chelan County, Washington",79228,79775,79926
".Clallam County, Washington",77357,78442,77805
".Clark County, Washington",505301,512588,516779
".Columbia County, Washington",3949,4015,4026
".Cowlitz County, Washington",111019,111648,111956
".Douglas County, Washington",43031,43838,44192
".Ferry County, Washington",7196,7267,7448
".Franklin County, Washington",97143,98126,98678
".Garfield County, Washington",2298,2354,2363
".Grant County, Washington",99427,100440,101311
".Grays Harbor County, Washington",75855,76787,77038
".Island County, Washington",86990,87557,86625
".Jefferson County, Washington",33063,33561,33589
".King County, Washington",2274094,2253038,2266789
".Kitsap County, Washington",275802,276591,277673
".Kittitas County, Washington",44626,44688,45189
".Klickitat County, Washington",22816,23178,23271
".Lewis County, Washington",82556,84575,85370
".Lincoln County, Washington",10927,11277,11601
".Mason County, Washington",66029,67229,68166
".Okanogan County, Washington",42146,42741,43127
".Pacific County, Washington",23491,23971,24113
".Pend Oreille County, Washington",13506,13906,14179
".Pierce County, Washington",923524,927199,927380
".San Juan County, Washington",17827,18615,18662
".Skagit County, Washington",129884,130933,131179
".Skamania County, Washington",12033,12207,12460
".Snohomish County, Washington",829869,836037,840079
".Spokane County, Washington",541125,545498,549690
".Stevens County, Washington",46587,47553,48229
".Thurston County, Washington",295988,298078,298758
".Wahkiakum County, Washington",4443,4579,4688
".Walla Walla County, Washington",62619,62158,61890
".Whatcom County, Washington",227430,226718,230677
".Whitman County, Washington",47804,43238,47619
".Yakima County, Washington",256702,256647,257001
".Barbour County, West Virginia",15463,15445,15414
".Berkeley County, West Virginia",122691,126194,129490
".Boone County, West Virginia",21739,21367,20968
".Braxton County, West Virginia",12397,12293,12185
".Brooke County, West Virginia",22472,22109,21733
".Cabell County, West Virginia",94234,93494,92730
".Calhoun County, West Virginia",6199,6165,6068
".Clay County, West Virginia",8007,7895,7814
".Doddridge County, West Virginia",7787,7739,7698
".Fayette County, West Virginia",40425,40083,39487
".Gilmer County, West Virginia",7397,7389,7325
".Grant County, West Virginia",10988,11009,10968
".Greenbrier County, West Virginia",32895,32698,32435
".Hampshire County, West Virginia",23097,23374,23468
".Hancock County, West Virginia",29037,28591,28172
".Hardy County, West Virginia",14241,14155,14192
".Harrison County, West Virginia",65839,65436,64915
".Jackson County, West Virginia",27720,27761,27716
".Jefferson County, West Virginia",57783,58520,58979
".Kanawha County, West Virginia",180217,177993,175515
".Lewis County, West Virginia",17016,16897,16767
".Lincoln County, West Virginia",20363,20191,19901
".Logan County, West Virginia",32510,31917,31316
".McDowell County, West Virginia",18921,18413,17850
".Marion County, West Virginia",56230,56117,55952
".Marshall County, West Virginia",30497,30208,29752
".Mason County, West Virginia",25398,25290,25000
".Mercer County, West Virginia",59517,59215,58700
".Mineral County, West Virginia",26890,26866,26855
".Mingo County, West Virginia",23487,23094,22573
".Monongalia County, West Virginia",105905,106487,106869
".Monroe County, West Virginia",12380,12383,12296
".Morgan County, West Virginia",17087,17280,17430
".Nicholas County, West Virginia",24554,24415,24335
".Ohio County, West Virginia",42338,41878,41447
".Pendleton County, West Virginia",6132,6078,6011
".Pleasants County, West Virginia",7652,7612,7586
".Pocahontas County, West Virginia",7864,7890,7819
".Preston County, West Virginia",34187,34270,34172
".Putnam County, West Virginia",57432,57355,57015
".Raleigh County, West Virginia",74386,73801,72882
".Randolph County, West Virginia",27892,27891,27600
".Ritchie County, West Virginia",8426,8388,8207
".Roane County, West Virginia",13986,13912,13834
".Summers County, West Virginia",11939,11892,11762
".Taylor County, West Virginia",16684,16483,16342
".Tucker County, West Virginia",6753,6675,6568
".Tyler County, West Virginia",8296,8243,8183
".Upshur County, West Virginia",23813,23820,23712
".Wayne County, West Virginia",38864,38533,37998
".Webster County, West Virginia",8356,8286,8167
".Wetzel County, West Virginia",14392,14195,14025
".Wirt County, West Virginia",5186,5059,5091
".Wood County, West Virginia",84142,83791,83340
".Wyoming County, West Virginia",21317,20991,20527
".Adams County, Wisconsin",20675,20795,21226
".Ashland County, Wisconsin",16018,16054,16039
".Barron County, Wisconsin",46714,46746,46843
".Bayfield County, Wisconsin",16233,16304,16608
".Brown County, Wisconsin",268921,268814,270036
".Buffalo County, Wisconsin",13319,13312,13391
".Burnett County, Wisconsin",16579,16759,17036
".Calumet County, Wisconsin",52462,52587,52718
".Chippewa County, Wisconsin",66337,66628,66807
".Clark County, Wisconsin",34667,34722,34691
".Columbia County, Wisconsin",58516,58404,58193
".Crawford County, Wisconsin",16084,16082,16007
".Dane County, Wisconsin",562577,561724,568203
".Dodge County, Wisconsin",89353,88657,88282
".Door County, Wisconsin",30120,30406,30526
".Douglas County, Wisconsin",44343,44026,44144
".Dunn County, Wisconsin",45441,44509,45651
".Eau Claire County, Wisconsin",105874,105988,106837
".Florence County, Wisconsin",4560,4586,4688
".Fond du Lac County, Wisconsin",104150,104166,103836
".Forest County, Wisconsin",9165,9262,9381
".Grant County, Wisconsin",51984,51285,51276
".Green County, Wisconsin",37036,37018,36816
".Green Lake County, Wisconsin",19022,19249,19220
".Iowa County, Wisconsin",23709,23777,23865
".Iron County, Wisconsin",6146,6193,6224
".Jackson County, Wisconsin",21096,20899,20836
".Jefferson County, Wisconsin",86193,85796,85784
".Juneau County, Wisconsin",26780,26756,26866
".Kenosha County, Wisconsin",169184,168465,167817
".Kewaunee County, Wisconsin",20550,20577,20623
".La Crosse County, Wisconsin",120930,119367,120294
".Lafayette County, Wisconsin",16613,16816,16877
".Langlade County, Wisconsin",19462,19505,19559
".Lincoln County, Wisconsin",28429,28453,28376
".Manitowoc County, Wisconsin",81384,81479,81172
".Marathon County, Wisconsin",138047,137746,137958
".Marinette County, Wisconsin",41885,41849,41988
".Marquette County, Wisconsin",15594,15777,15779
".Menominee County, Wisconsin",4256,4292,4197
".Milwaukee County, Wisconsin",938527,924207,918661
".Monroe County, Wisconsin",46296,46246,46109
".Oconto County, Wisconsin",39080,39393,39633
".Oneida County, Wisconsin",37872,38282,38212
".Outagamie County, Wisconsin",190961,191309,192127
".Ozaukee County, Wisconsin",91613,92551,93009
".Pepin County, Wisconsin",7347,7386,7410
".Pierce County, Wisconsin",42223,41606,42532
".Polk County, Wisconsin",45032,45521,45709
".Portage County, Wisconsin",70402,69429,70718
".Price County, Wisconsin",14032,14055,14179
".Racine County, Wisconsin",197536,196439,195846
".Richland County, Wisconsin",17272,17166,17090
".Rock County, Wisconsin",163751,164192,164060
".Rusk County, Wisconsin",14179,14116,14186
".St. Croix County, Wisconsin",93874,95055,96017
".Sauk County, Wisconsin",65793,65740,65777
".Sawyer County, Wisconsin",18123,18247,18559
".Shawano County, Wisconsin",40873,40812,40886
".Sheboygan County, Wisconsin",118030,117697,117841
".Taylor County, Wisconsin",19937,19944,19975
".Trempealeau County, Wisconsin",30806,30730,30899
".Vernon County, Wisconsin",30698,30921,31060
".Vilas County, Wisconsin",23097,23522,23763
".Walworth County, Wisconsin",105308,105200,105380
".Washburn County, Wisconsin",16613,16760,16911
".Washington County, Wisconsin",136784,137237,137688
".Waukesha County, Wisconsin",407467,409080,410434
".Waupaca County, Wisconsin",51791,51992,51488
".Waushara County, Wisconsin",24549,24797,24999
".Winnebago County, Wisconsin",171800,170554,170718
".Wood County, Wisconsin",74197,74085,73993
".Albany County, Wyoming",37110,37860,38031
".Big Horn County, Wyoming",11481,11645,11855
".Campbell County, Wyoming",47139,46533,47058
".Carbon County, Wyoming",14504,14679,14542
".Converse County, Wyoming",13741,13678,13786
".Crook County, Wyoming",7186,7319,7448
".Fremont County, Wyoming",39197,39422,39472
".Goshen County, Wyoming",12514,12557,12562
".Hot Springs County, Wyoming",4618,4574,4588
".Johnson County, Wyoming",8467,8633,8730
".Laramie County, Wyoming",100718,100794,100723
".Lincoln County, Wyoming",19657,20170,20660
".Natrona County, Wyoming",80282,79660,79601
".Niobrara County, Wyoming",2452,2414,2380
".Park County, Wyoming",29664,30142,30518
".Platte County, Wyoming",8632,8674,8645
".Sheridan County, Wyoming",31005,31667,32096
".Sublette County, Wyoming",8738,8725,8763
".Sweetwater County, Wyoming",42190,41582,41345
".Teton County, Wyoming",23377,23622,23287
".Uinta County, Wyoming",20457,20655,20712
".Washakie County, Wyoming",7658,7712,7719
".Weston County, Wyoming",6818,6766,6860
