node_code,node_name,center_1_code,center_1_name,center_2_code,center_2_name,center_3_code,center_3_name,center_4_code,center_4_name,center_5_code,center_5_name,center_6_code,center_6_name,center_7_code,center_7_name,center_8_code,center_8_name,center_9_code,center_9_name,center_10_code,center_10_name,center_11_code,center_11_name,center_12_code,center_12_name,center_13_code,center_13_name,center_14_code,center_14_name,center_15_code,center_15_name,center_16_code,center_16_name,center_17_code,center_17_name,center_18_code,center_18_name,center_19_code,center_19_name,center_20_code,center_20_name
001063,Caselle Torinese,001063,Caselle Torinese,001063,Caselle Torinese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001064,Castagneto Po,001064,Castagneto Po,001082,Chivasso,001082,Chivasso,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001065,Castagnole Piemonte,001065,Castagnole Piemonte,001065,Castagnole Piemonte,001065,Castagnole Piemonte,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001066,Castellamonte,001066,Castellamonte,001066,Castellamonte,001066,Castellamonte,001066,Castellamonte,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001067,Castelnuovo Nigra,,,,,001066,Castellamonte,001066,Castellamonte,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001068,Castiglione Torinese,001068,Castiglione Torinese,001068,Castiglione Torinese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001069,Cavagnolo,001069,Cavagnolo,001069,Cavagnolo,001129,Lauriano,001129,Lauriano,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001070,Cavour,001070,Cavour,001070,Cavour,001070,Cavour,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001071,Cercenasco,001071,Cercenasco,001071,Cercenasco,001299,Vigone,001299,Vigone,001191,Pinerolo,001191,Pinerolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001072,Ceres,001072,Ceres,001072,Ceres,001072,Ceres,001072,Ceres,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
